country,generation,age,suicides_no
United States,Generation Z,5-14 years,131
United States,Generation Z,5-14 years,53
United States,Generation Z,5-14 years,154
United States,Generation Z,5-14 years,68
United States,Generation Z,5-14 years,175
United States,Generation Z,5-14 years,90
United States,Generation Z,5-14 years,187
United States,Generation Z,5-14 years,87
United States,Generation Z,5-14 years,201
United States,Generation Z,5-14 years,86
United States,Generation Z,5-14 years,226
United States,Generation Z,5-14 years,85
United States,Generation Z,5-14 years,252
United States,Generation Z,5-14 years,143
United States,Generation Z,5-14 years,277
United States,Generation Z,5-14 years,151
United States,Generation Z,5-14 years,255
United States,Generation Z,5-14 years,158
Uruguay,Generation Z,5-14 years,6
Uruguay,Generation Z,5-14 years,0
Uruguay,Generation Z,5-14 years,3
Uruguay,Generation Z,5-14 years,2
Uruguay,Generation Z,5-14 years,1
Uruguay,Generation Z,5-14 years,0
Uruguay,Generation Z,5-14 years,3
Uruguay,Generation Z,5-14 years,1
Uruguay,Generation Z,5-14 years,2
Uruguay,Generation Z,5-14 years,1
Uruguay,Generation Z,5-14 years,5
Uruguay,Generation Z,5-14 years,3
Uruguay,Generation Z,5-14 years,1
Uruguay,Generation Z,5-14 years,0
Uruguay,Generation Z,5-14 years,3
Uruguay,Generation Z,5-14 years,2
Uzbekistan,Generation Z,5-14 years,37
Uzbekistan,Generation Z,5-14 years,18
Uzbekistan,Generation Z,5-14 years,48
Uzbekistan,Generation Z,5-14 years,30
Uzbekistan,Generation Z,5-14 years,45
Uzbekistan,Generation Z,5-14 years,28
Uzbekistan,Generation Z,5-14 years,67
Uzbekistan,Generation Z,5-14 years,16
Uzbekistan,Generation Z,5-14 years,61
Uzbekistan,Generation Z,5-14 years,31
Uzbekistan,Generation Z,5-14 years,60
Uzbekistan,Generation Z,5-14 years,44
