country,generation,age,suicides_no
Japan,Generation X,15-24 years,442
Japan,Generation X,15-24 years,996
Japan,Generation X,15-24 years,440
Japan,Generation X,15-24 years,974
Japan,Generation X,15-24 years,404
Japan,Generation X,15-24 years,1147
Japan,Generation X,15-24 years,463
Japan,Generation X,25-34 years,1692
Japan,Generation X,15-24 years,1050
Japan,Generation X,25-34 years,667
Japan,Generation X,15-24 years,488
Japan,Generation X,25-34 years,1690
Japan,Generation X,15-24 years,1036
Japan,Generation X,25-34 years,698
Japan,Generation X,15-24 years,474
Japan,Generation X,25-34 years,1813
Japan,Generation X,15-24 years,1011
Japan,Generation X,25-34 years,798
Japan,Generation X,15-24 years,468
Japan,Generation X,25-34 years,2462
Japan,Generation X,15-24 years,1453
Japan,Generation X,25-34 years,1050
Japan,Generation X,15-24 years,612
Japan,Generation X,25-34 years,2595
Japan,Generation X,15-24 years,1385
Japan,Generation X,25-34 years,1036
Japan,Generation X,15-24 years,581
Japan,Generation X,25-34 years,2454
Japan,Generation X,15-24 years,1273
Japan,Generation X,25-34 years,1027
Japan,Generation X,15-24 years,531
Japan,Generation X,25-34 years,2388
Japan,Generation X,25-34 years,1013
Japan,Generation X,25-34 years,2444
Japan,Generation X,25-34 years,1005
Japan,Generation X,25-34 years,2910
Japan,Generation X,25-34 years,1132
Japan,Generation X,25-34 years,2677
Japan,Generation X,25-34 years,1088
Japan,Generation X,25-34 years,2862
Japan,Generation X,25-34 years,1140
Japan,Generation X,25-34 years,2667
Japan,Generation X,25-34 years,1133
Japan,Generation X,25-34 years,2596
Japan,Generation X,25-34 years,1084
Japan,Generation X,25-34 years,2651
Japan,Generation X,25-34 years,1203
Japan,Generation X,25-34 years,2657
Japan,Generation X,25-34 years,1085
Japan,Generation X,35-54 years,7351
Japan,Generation X,25-34 years,2543
Japan,Generation X,35-54 years,2404
Japan,Generation X,25-34 years,1008
Japan,Generation X,35-54 years,6975
Japan,Generation X,35-54 years,2598
Japan,Generation X,35-54 years,6413
Japan,Generation X,35-54 years,2242
Japan,Generation X,35-54 years,6333
Japan,Generation X,35-54 years,2242
Japan,Generation X,35-54 years,5710
Japan,Generation X,35-54 years,2158
Japan,Generation X,35-54 years,5507
Japan,Generation X,35-54 years,2024
Kazakhstan,Generation X,15-24 years,375
Kazakhstan,Generation X,15-24 years,170
Kazakhstan,Generation X,5-14 years,53
Kazakhstan,Generation X,5-14 years,7
Kazakhstan,Generation X,15-24 years,405
Kazakhstan,Generation X,15-24 years,139
Kazakhstan,Generation X,15-24 years,453
Kazakhstan,Generation X,15-24 years,144
Kazakhstan,Generation X,15-24 years,574
Kazakhstan,Generation X,15-24 years,173
Kazakhstan,Generation X,15-24 years,520
Kazakhstan,Generation X,15-24 years,149
Kazakhstan,Generation X,25-34 years,887
Kazakhstan,Generation X,15-24 years,622
Kazakhstan,Generation X,15-24 years,145
Kazakhstan,Generation X,25-34 years,130
Kazakhstan,Generation X,25-34 years,879
Kazakhstan,Generation X,15-24 years,635
Kazakhstan,Generation X,15-24 years,158
Kazakhstan,Generation X,25-34 years,121
Kazakhstan,Generation X,25-34 years,810
Kazakhstan,Generation X,15-24 years,651
Kazakhstan,Generation X,15-24 years,175
Kazakhstan,Generation X,25-34 years,131
Kazakhstan,Generation X,25-34 years,727
Kazakhstan,Generation X,15-24 years,594
Kazakhstan,Generation X,25-34 years,138
Kazakhstan,Generation X,15-24 years,152
Kazakhstan,Generation X,25-34 years,717
Kazakhstan,Generation X,15-24 years,609
Kazakhstan,Generation X,25-34 years,120
Kazakhstan,Generation X,15-24 years,124
Kazakhstan,Generation X,25-34 years,852
Kazakhstan,Generation X,15-24 years,623
Kazakhstan,Generation X,15-24 years,169
Kazakhstan,Generation X,25-34 years,122
Kazakhstan,Generation X,25-34 years,843
Kazakhstan,Generation X,25-34 years,110
Kazakhstan,Generation X,25-34 years,825
Kazakhstan,Generation X,25-34 years,129
Kazakhstan,Generation X,25-34 years,938
Kazakhstan,Generation X,25-34 years,114
Kazakhstan,Generation X,25-34 years,967
Kazakhstan,Generation X,25-34 years,131
Kazakhstan,Generation X,25-34 years,868
Kazakhstan,Generation X,25-34 years,126
Kazakhstan,Generation X,25-34 years,944
Kazakhstan,Generation X,25-34 years,121
Kazakhstan,Generation X,25-34 years,919
Kazakhstan,Generation X,25-34 years,140
Kazakhstan,Generation X,25-34 years,860
Kazakhstan,Generation X,25-34 years,152
Kazakhstan,Generation X,25-34 years,848
Kazakhstan,Generation X,25-34 years,145
Kazakhstan,Generation X,25-34 years,808
Kazakhstan,Generation X,35-54 years,1118
Kazakhstan,Generation X,25-34 years,140
Kazakhstan,Generation X,35-54 years,160
Kazakhstan,Generation X,35-54 years,1062
Kazakhstan,Generation X,35-54 years,166
Kazakhstan,Generation X,35-54 years,1074
Kazakhstan,Generation X,35-54 years,181
Kazakhstan,Generation X,35-54 years,1142
Kazakhstan,Generation X,35-54 years,193
Kazakhstan,Generation X,35-54 years,1082
Kazakhstan,Generation X,35-54 years,171
Kazakhstan,Generation X,35-54 years,962
Kazakhstan,Generation X,35-54 years,175
Kiribati,Generation X,15-24 years,5
Kiribati,Generation X,15-24 years,1
Kiribati,Generation X,15-24 years,2
Kiribati,Generation X,15-24 years,0
Kiribati,Generation X,15-24 years,3
Kiribati,Generation X,15-24 years,1
Kiribati,Generation X,15-24 years,3
Kiribati,Generation X,15-24 years,1
Kiribati,Generation X,15-24 years,1
Kiribati,Generation X,15-24 years,0
Kiribati,Generation X,25-34 years,0
Kiribati,Generation X,25-34 years,0
Kiribati,Generation X,25-34 years,1
Kiribati,Generation X,15-24 years,1
Kiribati,Generation X,15-24 years,1
Kiribati,Generation X,25-34 years,0
Kiribati,Generation X,25-34 years,2
Kiribati,Generation X,15-24 years,2
Kiribati,Generation X,15-24 years,0
Kiribati,Generation X,25-34 years,0
Kiribati,Generation X,15-24 years,2
Kiribati,Generation X,15-24 years,0
Kiribati,Generation X,25-34 years,0
Kiribati,Generation X,25-34 years,0
Kiribati,Generation X,15-24 years,0
Kiribati,Generation X,25-34 years,0
Kiribati,Generation X,15-24 years,0
Kiribati,Generation X,25-34 years,0
Kiribati,Generation X,15-24 years,0
Kiribati,Generation X,25-34 years,0
Kiribati,Generation X,15-24 years,0
Kiribati,Generation X,25-34 years,0
Kiribati,Generation X,25-34 years,0
Kiribati,Generation X,25-34 years,0
Kuwait,Generation X,15-24 years,2
Kuwait,Generation X,15-24 years,0
Kuwait,Generation X,5-14 years,0
Kuwait,Generation X,5-14 years,0
Kuwait,Generation X,15-24 years,4
Kuwait,Generation X,15-24 years,0
Kuwait,Generation X,5-14 years,0
Kuwait,Generation X,5-14 years,0
Kuwait,Generation X,15-24 years,1
Kuwait,Generation X,15-24 years,1
Kuwait,Generation X,5-14 years,0
Kuwait,Generation X,5-14 years,0
Kuwait,Generation X,15-24 years,1
Kuwait,Generation X,15-24 years,0
Kuwait,Generation X,15-24 years,2
Kuwait,Generation X,15-24 years,0
Kuwait,Generation X,15-24 years,5
Kuwait,Generation X,25-34 years,9
Kuwait,Generation X,25-34 years,2
Kuwait,Generation X,15-24 years,1
Kuwait,Generation X,25-34 years,8
Kuwait,Generation X,25-34 years,10
Kuwait,Generation X,15-24 years,3
Kuwait,Generation X,15-24 years,1
Kuwait,Generation X,25-34 years,7
Kuwait,Generation X,15-24 years,5
Kuwait,Generation X,25-34 years,10
Kuwait,Generation X,15-24 years,2
Kuwait,Generation X,25-34 years,6
Kuwait,Generation X,25-34 years,10
Kuwait,Generation X,15-24 years,3
Kuwait,Generation X,15-24 years,1
Kuwait,Generation X,25-34 years,16
Kuwait,Generation X,25-34 years,7
Kuwait,Generation X,15-24 years,2
Kuwait,Generation X,15-24 years,1
Kuwait,Generation X,25-34 years,10
Kuwait,Generation X,25-34 years,11
Kuwait,Generation X,15-24 years,3
Kuwait,Generation X,15-24 years,2
Kuwait,Generation X,25-34 years,8
Kuwait,Generation X,25-34 years,3
Kuwait,Generation X,25-34 years,11
Kuwait,Generation X,25-34 years,5
Kuwait,Generation X,25-34 years,9
Kuwait,Generation X,25-34 years,11
Kuwait,Generation X,25-34 years,7
Kuwait,Generation X,25-34 years,6
Kuwait,Generation X,25-34 years,21
Kuwait,Generation X,25-34 years,7
Kuwait,Generation X,25-34 years,18
Kuwait,Generation X,25-34 years,5
Kuwait,Generation X,25-34 years,21
Kuwait,Generation X,25-34 years,7
Kuwait,Generation X,25-34 years,13
Kuwait,Generation X,25-34 years,6
Kuwait,Generation X,25-34 years,11
Kuwait,Generation X,25-34 years,14
Kuwait,Generation X,25-34 years,8
Kuwait,Generation X,25-34 years,13
Kuwait,Generation X,35-54 years,9
Kuwait,Generation X,35-54 years,3
Kuwait,Generation X,35-54 years,9
Kuwait,Generation X,35-54 years,4
Kuwait,Generation X,35-54 years,17
Kuwait,Generation X,35-54 years,5
Kuwait,Generation X,35-54 years,5
Kuwait,Generation X,35-54 years,7
Kuwait,Generation X,35-54 years,18
Kuwait,Generation X,35-54 years,8
Kyrgyzstan,Generation X,15-24 years,54
Kyrgyzstan,Generation X,15-24 years,31
Kyrgyzstan,Generation X,5-14 years,16
Kyrgyzstan,Generation X,5-14 years,4
Kyrgyzstan,Generation X,15-24 years,49
Kyrgyzstan,Generation X,15-24 years,36
Kyrgyzstan,Generation X,15-24 years,65
Kyrgyzstan,Generation X,15-24 years,30
Kyrgyzstan,Generation X,15-24 years,73
Kyrgyzstan,Generation X,15-24 years,16
Kyrgyzstan,Generation X,15-24 years,78
Kyrgyzstan,Generation X,15-24 years,12
Kyrgyzstan,Generation X,25-34 years,100
Kyrgyzstan,Generation X,15-24 years,85
Kyrgyzstan,Generation X,15-24 years,41
Kyrgyzstan,Generation X,25-34 years,21
Kyrgyzstan,Generation X,25-34 years,84
Kyrgyzstan,Generation X,15-24 years,71
Kyrgyzstan,Generation X,25-34 years,21
Kyrgyzstan,Generation X,15-24 years,18
Kyrgyzstan,Generation X,25-34 years,83
Kyrgyzstan,Generation X,15-24 years,90
Kyrgyzstan,Generation X,25-34 years,17
Kyrgyzstan,Generation X,15-24 years,17
Kyrgyzstan,Generation X,25-34 years,101
Kyrgyzstan,Generation X,15-24 years,89
Kyrgyzstan,Generation X,25-34 years,20
Kyrgyzstan,Generation X,15-24 years,22
Kyrgyzstan,Generation X,25-34 years,104
Kyrgyzstan,Generation X,15-24 years,87
Kyrgyzstan,Generation X,15-24 years,23
Kyrgyzstan,Generation X,25-34 years,18
Kyrgyzstan,Generation X,25-34 years,91
Kyrgyzstan,Generation X,15-24 years,78
Kyrgyzstan,Generation X,15-24 years,24
Kyrgyzstan,Generation X,25-34 years,13
Kyrgyzstan,Generation X,25-34 years,92
Kyrgyzstan,Generation X,25-34 years,9
Kyrgyzstan,Generation X,25-34 years,106
Kyrgyzstan,Generation X,25-34 years,10
Kyrgyzstan,Generation X,25-34 years,97
Kyrgyzstan,Generation X,25-34 years,11
Kyrgyzstan,Generation X,25-34 years,79
Kyrgyzstan,Generation X,25-34 years,8
Kyrgyzstan,Generation X,25-34 years,105
Kyrgyzstan,Generation X,25-34 years,19
Kyrgyzstan,Generation X,25-34 years,106
Kyrgyzstan,Generation X,25-34 years,13
Kyrgyzstan,Generation X,25-34 years,86
Kyrgyzstan,Generation X,25-34 years,19
Kyrgyzstan,Generation X,25-34 years,92
Kyrgyzstan,Generation X,25-34 years,25
Kyrgyzstan,Generation X,25-34 years,108
Kyrgyzstan,Generation X,25-34 years,21
Kyrgyzstan,Generation X,25-34 years,122
Kyrgyzstan,Generation X,35-54 years,131
Kyrgyzstan,Generation X,35-54 years,27
Kyrgyzstan,Generation X,25-34 years,17
Kyrgyzstan,Generation X,35-54 years,135
Kyrgyzstan,Generation X,35-54 years,24
Kyrgyzstan,Generation X,35-54 years,141
Kyrgyzstan,Generation X,35-54 years,36
Kyrgyzstan,Generation X,35-54 years,126
Kyrgyzstan,Generation X,35-54 years,18
Kyrgyzstan,Generation X,35-54 years,145
Kyrgyzstan,Generation X,35-54 years,29
Kyrgyzstan,Generation X,35-54 years,134
Kyrgyzstan,Generation X,35-54 years,25
Latvia,Generation X,25-34 years,146
Latvia,Generation X,15-24 years,65
Latvia,Generation X,25-34 years,12
Latvia,Generation X,15-24 years,10
Latvia,Generation X,25-34 years,116
Latvia,Generation X,15-24 years,66
Latvia,Generation X,25-34 years,18
Latvia,Generation X,15-24 years,6
Latvia,Generation X,25-34 years,108
Latvia,Generation X,15-24 years,65
Latvia,Generation X,25-34 years,18
Latvia,Generation X,15-24 years,9
Latvia,Generation X,25-34 years,105
Latvia,Generation X,15-24 years,58
Latvia,Generation X,15-24 years,14
Latvia,Generation X,25-34 years,14
Latvia,Generation X,25-34 years,94
Latvia,Generation X,15-24 years,40
Latvia,Generation X,15-24 years,13
Latvia,Generation X,25-34 years,11
Latvia,Generation X,25-34 years,83
Latvia,Generation X,15-24 years,53
Latvia,Generation X,25-34 years,15
Latvia,Generation X,15-24 years,8
Latvia,Generation X,25-34 years,85
Latvia,Generation X,25-34 years,13
Latvia,Generation X,25-34 years,71
Latvia,Generation X,25-34 years,14
Latvia,Generation X,25-34 years,72
Latvia,Generation X,25-34 years,14
Latvia,Generation X,25-34 years,60
Latvia,Generation X,25-34 years,13
Latvia,Generation X,25-34 years,81
Latvia,Generation X,25-34 years,5
Latvia,Generation X,25-34 years,61
Latvia,Generation X,25-34 years,8
Latvia,Generation X,25-34 years,58
Latvia,Generation X,25-34 years,7
Latvia,Generation X,25-34 years,74
Latvia,Generation X,25-34 years,8
Latvia,Generation X,25-34 years,67
Latvia,Generation X,25-34 years,8
Latvia,Generation X,35-54 years,153
Latvia,Generation X,25-34 years,59
Latvia,Generation X,35-54 years,17
Latvia,Generation X,25-34 years,2
Latvia,Generation X,35-54 years,137
Latvia,Generation X,35-54 years,18
Latvia,Generation X,35-54 years,164
Latvia,Generation X,35-54 years,22
Latvia,Generation X,35-54 years,128
Latvia,Generation X,35-54 years,19
Latvia,Generation X,35-54 years,113
Latvia,Generation X,35-54 years,16
Latvia,Generation X,35-54 years,106
Latvia,Generation X,35-54 years,24
Lithuania,Generation X,25-34 years,226
Lithuania,Generation X,15-24 years,134
Lithuania,Generation X,25-34 years,33
Lithuania,Generation X,15-24 years,20
Lithuania,Generation X,25-34 years,196
Lithuania,Generation X,15-24 years,147
Lithuania,Generation X,25-34 years,27
Lithuania,Generation X,15-24 years,20
Lithuania,Generation X,25-34 years,231
Lithuania,Generation X,15-24 years,144
Lithuania,Generation X,25-34 years,31
Lithuania,Generation X,15-24 years,17
Lithuania,Generation X,25-34 years,222
Lithuania,Generation X,15-24 years,112
Lithuania,Generation X,15-24 years,22
Lithuania,Generation X,25-34 years,18
Lithuania,Generation X,25-34 years,224
Lithuania,Generation X,15-24 years,129
Lithuania,Generation X,15-24 years,24
Lithuania,Generation X,25-34 years,22
Lithuania,Generation X,25-34 years,221
Lithuania,Generation X,15-24 years,131
Lithuania,Generation X,25-34 years,31
Lithuania,Generation X,15-24 years,25
Lithuania,Generation X,25-34 years,190
Lithuania,Generation X,25-34 years,19
Lithuania,Generation X,25-34 years,204
Lithuania,Generation X,25-34 years,28
Lithuania,Generation X,25-34 years,205
Lithuania,Generation X,25-34 years,24
Lithuania,Generation X,25-34 years,193
Lithuania,Generation X,25-34 years,24
Lithuania,Generation X,25-34 years,172
Lithuania,Generation X,25-34 years,19
Lithuania,Generation X,25-34 years,96
Lithuania,Generation X,25-34 years,19
Lithuania,Generation X,25-34 years,146
Lithuania,Generation X,25-34 years,17
Lithuania,Generation X,25-34 years,155
Lithuania,Generation X,25-34 years,15
Lithuania,Generation X,25-34 years,116
Lithuania,Generation X,25-34 years,15
Lithuania,Generation X,35-54 years,357
Lithuania,Generation X,25-34 years,110
Lithuania,Generation X,35-54 years,72
Lithuania,Generation X,25-34 years,11
Lithuania,Generation X,35-54 years,349
Lithuania,Generation X,35-54 years,67
Lithuania,Generation X,35-54 years,321
Lithuania,Generation X,35-54 years,74
Lithuania,Generation X,35-54 years,382
Lithuania,Generation X,35-54 years,75
Lithuania,Generation X,35-54 years,309
Lithuania,Generation X,35-54 years,43
Lithuania,Generation X,35-54 years,275
Lithuania,Generation X,35-54 years,46
Lithuania,Generation X,35-54 years,266
Lithuania,Generation X,35-54 years,41
Luxembourg,Generation X,5-14 years,2
Luxembourg,Generation X,15-24 years,2
Luxembourg,Generation X,15-24 years,1
Luxembourg,Generation X,5-14 years,0
Luxembourg,Generation X,15-24 years,3
Luxembourg,Generation X,15-24 years,0
Luxembourg,Generation X,5-14 years,0
Luxembourg,Generation X,5-14 years,0
Luxembourg,Generation X,15-24 years,4
Luxembourg,Generation X,15-24 years,3
Luxembourg,Generation X,5-14 years,0
Luxembourg,Generation X,5-14 years,0
Luxembourg,Generation X,15-24 years,3
Luxembourg,Generation X,15-24 years,0
Luxembourg,Generation X,5-14 years,0
Luxembourg,Generation X,5-14 years,0
Luxembourg,Generation X,15-24 years,6
Luxembourg,Generation X,5-14 years,1
Luxembourg,Generation X,5-14 years,1
Luxembourg,Generation X,15-24 years,1
Luxembourg,Generation X,15-24 years,6
Luxembourg,Generation X,15-24 years,0
Luxembourg,Generation X,5-14 years,0
Luxembourg,Generation X,5-14 years,0
Luxembourg,Generation X,15-24 years,4
Luxembourg,Generation X,15-24 years,0
Luxembourg,Generation X,15-24 years,2
Luxembourg,Generation X,15-24 years,2
Luxembourg,Generation X,15-24 years,10
Luxembourg,Generation X,15-24 years,0
Luxembourg,Generation X,15-24 years,7
Luxembourg,Generation X,15-24 years,1
Luxembourg,Generation X,25-34 years,8
Luxembourg,Generation X,15-24 years,5
Luxembourg,Generation X,25-34 years,3
Luxembourg,Generation X,15-24 years,1
Luxembourg,Generation X,25-34 years,5
Luxembourg,Generation X,15-24 years,3
Luxembourg,Generation X,15-24 years,2
Luxembourg,Generation X,25-34 years,2
Luxembourg,Generation X,15-24 years,7
Luxembourg,Generation X,25-34 years,7
Luxembourg,Generation X,25-34 years,6
Luxembourg,Generation X,15-24 years,1
Luxembourg,Generation X,25-34 years,7
Luxembourg,Generation X,15-24 years,4
Luxembourg,Generation X,25-34 years,2
Luxembourg,Generation X,15-24 years,1
Luxembourg,Generation X,25-34 years,9
Luxembourg,Generation X,15-24 years,5
Luxembourg,Generation X,25-34 years,2
Luxembourg,Generation X,15-24 years,0
Luxembourg,Generation X,25-34 years,7
Luxembourg,Generation X,15-24 years,3
Luxembourg,Generation X,15-24 years,1
Luxembourg,Generation X,25-34 years,1
Luxembourg,Generation X,25-34 years,8
Luxembourg,Generation X,25-34 years,7
Luxembourg,Generation X,25-34 years,8
Luxembourg,Generation X,25-34 years,0
Luxembourg,Generation X,25-34 years,5
Luxembourg,Generation X,25-34 years,1
Luxembourg,Generation X,25-34 years,9
Luxembourg,Generation X,25-34 years,0
Luxembourg,Generation X,25-34 years,3
Luxembourg,Generation X,25-34 years,1
Luxembourg,Generation X,25-34 years,3
Luxembourg,Generation X,25-34 years,1
Luxembourg,Generation X,25-34 years,9
Luxembourg,Generation X,25-34 years,2
Luxembourg,Generation X,25-34 years,4
Luxembourg,Generation X,25-34 years,1
Luxembourg,Generation X,25-34 years,6
Luxembourg,Generation X,25-34 years,1
Luxembourg,Generation X,35-54 years,24
Luxembourg,Generation X,25-34 years,3
Luxembourg,Generation X,35-54 years,5
Luxembourg,Generation X,25-34 years,2
Luxembourg,Generation X,35-54 years,20
Luxembourg,Generation X,35-54 years,6
Luxembourg,Generation X,35-54 years,13
Luxembourg,Generation X,35-54 years,5
Luxembourg,Generation X,35-54 years,10
Luxembourg,Generation X,35-54 years,4
Luxembourg,Generation X,35-54 years,20
Luxembourg,Generation X,35-54 years,3
Luxembourg,Generation X,35-54 years,17
Luxembourg,Generation X,35-54 years,6
Macau,Generation X,15-24 years,2
Macau,Generation X,15-24 years,0
Maldives,Generation X,15-24 years,0
Maldives,Generation X,25-34 years,0
Maldives,Generation X,15-24 years,0
Maldives,Generation X,25-34 years,0
Maldives,Generation X,25-34 years,1
Maldives,Generation X,25-34 years,0
Maldives,Generation X,25-34 years,0
Maldives,Generation X,25-34 years,0
Maldives,Generation X,25-34 years,0
Maldives,Generation X,25-34 years,0
Maldives,Generation X,25-34 years,0
Maldives,Generation X,25-34 years,0
Maldives,Generation X,25-34 years,0
Maldives,Generation X,25-34 years,0
Maldives,Generation X,25-34 years,2
Maldives,Generation X,25-34 years,1
Maldives,Generation X,25-34 years,0
Maldives,Generation X,25-34 years,0
Maldives,Generation X,25-34 years,0
Maldives,Generation X,35-54 years,0
Maldives,Generation X,25-34 years,0
Maldives,Generation X,35-54 years,0
Maldives,Generation X,35-54 years,0
Maldives,Generation X,35-54 years,0
Malta,Generation X,15-24 years,1
Malta,Generation X,15-24 years,0
Malta,Generation X,5-14 years,0
Malta,Generation X,5-14 years,0
Malta,Generation X,15-24 years,0
Malta,Generation X,5-14 years,0
Malta,Generation X,15-24 years,0
Malta,Generation X,5-14 years,0
Malta,Generation X,15-24 years,0
Malta,Generation X,5-14 years,0
Malta,Generation X,15-24 years,0
Malta,Generation X,5-14 years,0
Malta,Generation X,15-24 years,2
Malta,Generation X,15-24 years,0
Malta,Generation X,5-14 years,0
Malta,Generation X,5-14 years,0
Malta,Generation X,15-24 years,5
Malta,Generation X,15-24 years,0
Malta,Generation X,5-14 years,0
Malta,Generation X,5-14 years,0
Malta,Generation X,15-24 years,2
Malta,Generation X,15-24 years,0
Malta,Generation X,5-14 years,0
Malta,Generation X,5-14 years,0
Malta,Generation X,15-24 years,3
Malta,Generation X,15-24 years,0
Malta,Generation X,15-24 years,2
Malta,Generation X,15-24 years,0
Malta,Generation X,15-24 years,1
Malta,Generation X,15-24 years,0
Malta,Generation X,15-24 years,3
Malta,Generation X,15-24 years,0
Malta,Generation X,15-24 years,4
Malta,Generation X,25-34 years,1
Malta,Generation X,25-34 years,1
Malta,Generation X,15-24 years,0
Malta,Generation X,25-34 years,3
Malta,Generation X,15-24 years,3
Malta,Generation X,25-34 years,1
Malta,Generation X,15-24 years,0
Malta,Generation X,15-24 years,3
Malta,Generation X,25-34 years,2
Malta,Generation X,25-34 years,2
Malta,Generation X,15-24 years,1
Malta,Generation X,25-34 years,1
Malta,Generation X,15-24 years,0
Malta,Generation X,25-34 years,0
Malta,Generation X,15-24 years,0
Malta,Generation X,25-34 years,6
Malta,Generation X,15-24 years,1
Malta,Generation X,15-24 years,1
Malta,Generation X,25-34 years,0
Malta,Generation X,25-34 years,2
Malta,Generation X,25-34 years,2
Malta,Generation X,15-24 years,1
Malta,Generation X,15-24 years,0
Malta,Generation X,25-34 years,3
Malta,Generation X,25-34 years,1
Malta,Generation X,25-34 years,3
Malta,Generation X,25-34 years,2
Malta,Generation X,25-34 years,6
Malta,Generation X,25-34 years,1
Malta,Generation X,25-34 years,0
Malta,Generation X,25-34 years,0
Malta,Generation X,25-34 years,1
Malta,Generation X,25-34 years,0
Malta,Generation X,25-34 years,3
Malta,Generation X,25-34 years,0
Malta,Generation X,25-34 years,5
Malta,Generation X,25-34 years,0
Malta,Generation X,25-34 years,1
Malta,Generation X,25-34 years,0
Malta,Generation X,25-34 years,9
Malta,Generation X,25-34 years,2
Malta,Generation X,35-54 years,17
Malta,Generation X,25-34 years,3
Malta,Generation X,25-34 years,0
Malta,Generation X,35-54 years,0
Malta,Generation X,35-54 years,9
Malta,Generation X,35-54 years,0
Malta,Generation X,35-54 years,6
Malta,Generation X,35-54 years,4
Malta,Generation X,35-54 years,11
Malta,Generation X,35-54 years,0
Malta,Generation X,35-54 years,13
Malta,Generation X,35-54 years,1
Malta,Generation X,35-54 years,9
Malta,Generation X,35-54 years,3
Mauritius,Generation X,15-24 years,21
Mauritius,Generation X,15-24 years,18
Mauritius,Generation X,5-14 years,1
Mauritius,Generation X,5-14 years,0
Mauritius,Generation X,15-24 years,6
Mauritius,Generation X,15-24 years,5
Mauritius,Generation X,5-14 years,0
Mauritius,Generation X,5-14 years,0
Mauritius,Generation X,15-24 years,28
Mauritius,Generation X,15-24 years,24
Mauritius,Generation X,5-14 years,4
Mauritius,Generation X,5-14 years,0
Mauritius,Generation X,15-24 years,21
Mauritius,Generation X,15-24 years,21
Mauritius,Generation X,5-14 years,2
Mauritius,Generation X,5-14 years,1
Mauritius,Generation X,15-24 years,19
Mauritius,Generation X,15-24 years,11
Mauritius,Generation X,5-14 years,5
Mauritius,Generation X,5-14 years,0
Mauritius,Generation X,15-24 years,23
Mauritius,Generation X,15-24 years,18
Mauritius,Generation X,5-14 years,3
Mauritius,Generation X,5-14 years,1
Mauritius,Generation X,15-24 years,15
Mauritius,Generation X,15-24 years,15
Mauritius,Generation X,15-24 years,17
Mauritius,Generation X,15-24 years,13
Mauritius,Generation X,15-24 years,16
Mauritius,Generation X,15-24 years,13
Mauritius,Generation X,15-24 years,25
Mauritius,Generation X,15-24 years,9
Mauritius,Generation X,25-34 years,34
Mauritius,Generation X,15-24 years,16
Mauritius,Generation X,15-24 years,11
Mauritius,Generation X,25-34 years,4
Mauritius,Generation X,25-34 years,33
Mauritius,Generation X,15-24 years,27
Mauritius,Generation X,25-34 years,12
Mauritius,Generation X,15-24 years,8
Mauritius,Generation X,25-34 years,27
Mauritius,Generation X,15-24 years,21
Mauritius,Generation X,15-24 years,6
Mauritius,Generation X,25-34 years,4
Mauritius,Generation X,25-34 years,35
Mauritius,Generation X,15-24 years,20
Mauritius,Generation X,25-34 years,16
Mauritius,Generation X,15-24 years,15
Mauritius,Generation X,25-34 years,41
Mauritius,Generation X,25-34 years,17
Mauritius,Generation X,15-24 years,18
Mauritius,Generation X,15-24 years,13
Mauritius,Generation X,25-34 years,28
Mauritius,Generation X,15-24 years,25
Mauritius,Generation X,15-24 years,11
Mauritius,Generation X,25-34 years,9
Mauritius,Generation X,25-34 years,21
Mauritius,Generation X,25-34 years,5
Mauritius,Generation X,25-34 years,28
Mauritius,Generation X,25-34 years,6
Mauritius,Generation X,25-34 years,20
Mauritius,Generation X,25-34 years,5
Mauritius,Generation X,25-34 years,22
Mauritius,Generation X,25-34 years,6
Mauritius,Generation X,25-34 years,18
Mauritius,Generation X,25-34 years,5
Mauritius,Generation X,25-34 years,19
Mauritius,Generation X,25-34 years,5
Mauritius,Generation X,25-34 years,30
Mauritius,Generation X,25-34 years,7
Mauritius,Generation X,25-34 years,21
Mauritius,Generation X,25-34 years,3
Mauritius,Generation X,25-34 years,20
Mauritius,Generation X,25-34 years,5
Mauritius,Generation X,25-34 years,18
Mauritius,Generation X,35-54 years,28
Mauritius,Generation X,25-34 years,9
Mauritius,Generation X,35-54 years,8
Mauritius,Generation X,35-54 years,40
Mauritius,Generation X,35-54 years,4
Mauritius,Generation X,35-54 years,37
Mauritius,Generation X,35-54 years,5
Mauritius,Generation X,35-54 years,33
Mauritius,Generation X,35-54 years,3
Mauritius,Generation X,35-54 years,41
Mauritius,Generation X,35-54 years,7
Mauritius,Generation X,35-54 years,37
Mauritius,Generation X,35-54 years,5
Mauritius,Generation X,35-54 years,33
Mauritius,Generation X,35-54 years,6
Mexico,Generation X,15-24 years,375
Mexico,Generation X,15-24 years,107
Mexico,Generation X,5-14 years,48
Mexico,Generation X,5-14 years,20
Mexico,Generation X,15-24 years,408
Mexico,Generation X,15-24 years,117
Mexico,Generation X,5-14 years,42
Mexico,Generation X,5-14 years,15
Mexico,Generation X,15-24 years,405
Mexico,Generation X,15-24 years,113
Mexico,Generation X,5-14 years,36
Mexico,Generation X,5-14 years,16
Mexico,Generation X,15-24 years,418
Mexico,Generation X,15-24 years,118
Mexico,Generation X,5-14 years,46
Mexico,Generation X,5-14 years,15
Mexico,Generation X,15-24 years,472
Mexico,Generation X,15-24 years,96
Mexico,Generation X,5-14 years,40
